id,recipe_name,pet_type,age_group,ingredients,ingredient_quantities,preparation_steps,calories,protein,fat,carbohydrates,vitamins,minerals,cook_time,difficulty,health_benefits,health_conditions_supported,source_url
HAMSTER_023,Balanced Daily Sunflower Seeds & Egg Fresh Veggie Salad,Hamster,Baby,"Sunflower Seeds, Barley, Cucumber, Egg","25g, 42g, 5g, 8g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,385,14.5,18.3,44.9,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Puppy/Kitten","General Wellness Support, Puppy/Kitten Support",https://pawfeed.ai/recipes/hamster-balanced-daily-sunflower-seeds-and-egg-fresh-veggie-salad
HAMSTER_024,Protein Crunchy Millet & Mealworms (dried) Grain Mix,Hamster,Senior,"Millet, Oatmeal, Apple (no seeds), Mealworms (dried)","11g, 17g, 10g, 7g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,324,17.4,8.0,47.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-millet-and-mealworms-(dried)-grain-mix
HAMSTER_025,Energy Boost Millet & Egg Mealworm Salad,Hamster,Baby,"Millet, Oatmeal, Carrots, Egg","22g, 41g, 5g, 12g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,329,13.7,6.4,54.7,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/hamster-energy-boost-millet-and-egg-mealworm-salad
HAMSTER_026,Low Fat Flaxseed & Mealworms (dried) Mealworm Salad,Hamster,Senior,"Flaxseed, Quinoa, Apple (no seeds), Mealworms (dried)","14g, 25g, 14g, 11g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,256,14.8,14.8,19.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Weight Management, High Protein","Weight Management Support, High Protein Support",https://pawfeed.ai/recipes/hamster-low-fat-flaxseed-and-mealworms-(dried)-mealworm-salad
HAMSTER_027,Protein Crunchy Flaxseed & Tofu Grain Mix,Hamster,Senior,"Flaxseed, Oatmeal, Carrots, Tofu","19g, 22g, 7g, 15g",Thoroughly blend the Flaxseed and the Oatmeal grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,320,13.3,16.2,33.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Joint Health, General Wellness","Joint Health Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-flaxseed-and-tofu-grain-mix
HAMSTER_028,Energy Boost Millet & Tofu Mealworm Salad,Hamster,Baby,"Millet, Quinoa, Blueberries, Tofu","18g, 42g, 15g, 9g",Thoroughly blend the Millet and the Quinoa grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,159,5.5,2.4,28.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Joint Health, General Wellness","Joint Health Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-energy-boost-millet-and-tofu-mealworm-salad
HAMSTER_029,Protein Crunchy Sunflower Seeds & Tofu Seed Feast,Hamster,Adult,"Sunflower Seeds, Quinoa, Carrots, Tofu","17g, 30g, 8g, 6g",Thoroughly blend the Sunflower Seeds and the Quinoa grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,235,8.9,15.6,17.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Puppy/Kitten, Weight Management","Puppy/Kitten Support, Weight Management Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-sunflower-seeds-and-tofu-seed-feast
HAMSTER_030,Energy Boost Millet & Mealworms (dried) Seed Feast,Hamster,Senior,"Millet, Oatmeal, Blueberries, Mealworms (dried)","21g, 17g, 13g, 9g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,325,16.7,7.7,48.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Joint Health, Digestive Health","Joint Health Support, Digestive Health Support",https://pawfeed.ai/recipes/hamster-energy-boost-millet-and-mealworms-(dried)-seed-feast
HAMSTER_031,Balanced Daily Pumpkin Seeds & Egg Seed Feast,Hamster,Baby,"Pumpkin Seeds, Oatmeal, Cucumber, Egg","16g, 28g, 15g, 12g",Thoroughly blend the Pumpkin Seeds and the Oatmeal grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,309,15.7,15.6,29.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/hamster-balanced-daily-pumpkin-seeds-and-egg-seed-feast
HAMSTER_032,General Wellness Pumpkin Seeds & Egg Grain Mix,Hamster,Baby,"Pumpkin Seeds, Quinoa, Cucumber, Egg","13g, 43g, 13g, 5g",Thoroughly blend the Pumpkin Seeds and the Quinoa grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,181,8.8,10.5,14.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/hamster-general-wellness-pumpkin-seeds-and-egg-grain-mix
HAMSTER_033,Protein Crunchy Millet & Tofu Seed & Grain Cup,Hamster,Adult,"Millet, Quinoa, Broccoli, Tofu","12g, 38g, 11g, 15g",Thoroughly blend the Millet and the Quinoa grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,140,5.9,2.6,23.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-millet-and-tofu-seed-and-grain-cup
HAMSTER_034,Balanced Daily Pumpkin Seeds & Tofu Seed & Grain Cup,Hamster,Adult,"Pumpkin Seeds, Oatmeal, Cucumber, Tofu","26g, 38g, 5g, 13g",Thoroughly blend the Pumpkin Seeds and the Oatmeal grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,370,18.6,19.5,34.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Weight Management,Weight Management Support,https://pawfeed.ai/recipes/hamster-balanced-daily-pumpkin-seeds-and-tofu-seed-and-grain-cup
HAMSTER_035,Balanced Daily Millet & Tofu Mealworm Salad,Hamster,Senior,"Millet, Quinoa, Apple (no seeds), Tofu","21g, 44g, 5g, 6g",Thoroughly blend the Millet and the Quinoa grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,183,6.2,2.7,33.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Skin & Coat, General Wellness","Skin & Coat Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-balanced-daily-millet-and-tofu-mealworm-salad
HAMSTER_036,Nutritious Flaxseed & Egg Seed Feast,Hamster,Baby,"Flaxseed, Quinoa, Broccoli, Egg","19g, 19g, 8g, 9g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,256,10.3,17.0,18.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Joint Health, High Protein","Joint Health Support, High Protein Support",https://pawfeed.ai/recipes/hamster-nutritious-flaxseed-and-egg-seed-feast
HAMSTER_037,Balanced Daily Pumpkin Seeds & Mealworms (dried) Grain Mix,Hamster,Baby,"Pumpkin Seeds, Oatmeal, Blueberries, Mealworms (dried)","21g, 32g, 14g, 14g",Thoroughly blend the Pumpkin Seeds and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,390,23.7,20.3,33.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/hamster-balanced-daily-pumpkin-seeds-and-mealworms-(dried)-grain-mix
HAMSTER_038,Protein Crunchy Millet & Egg Mealworm Salad,Hamster,Baby,"Millet, Oatmeal, Blueberries, Egg","19g, 22g, 8g, 14g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,292,12.2,6.2,47.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Skin & Coat","General Wellness Support, Skin & Coat Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-millet-and-egg-mealworm-salad
HAMSTER_039,Protein Crunchy Sunflower Seeds & Tofu Grain Mix,Hamster,Senior,"Sunflower Seeds, Oatmeal, Apple (no seeds), Tofu","16g, 31g, 12g, 5g",Thoroughly blend the Sunflower Seeds and the Oatmeal grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,350,14.1,16.5,39.7,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-sunflower-seeds-and-tofu-grain-mix
HAMSTER_040,Low Fat Flaxseed & Egg Fresh Veggie Salad,Hamster,Baby,"Flaxseed, Barley, Broccoli, Egg","25g, 40g, 6g, 11g",Thoroughly blend the Flaxseed and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,359,13.5,15.4,45.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-low-fat-flaxseed-and-egg-fresh-veggie-salad
HAMSTER_041,Protein Crunchy Millet & Mealworms (dried) Seed & Grain Cup,Hamster,Senior,"Millet, Oatmeal, Blueberries, Mealworms (dried)","24g, 36g, 9g, 12g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,361,18.7,8.5,54.0,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,High Protein,High Protein Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-millet-and-mealworms-(dried)-seed-and-grain-cup
HAMSTER_042,Protein Crunchy Pumpkin Seeds & Mealworms (dried) Foraging Nibbles,Hamster,Adult,"Pumpkin Seeds, Barley, Broccoli, Mealworms (dried)","25g, 33g, 13g, 12g",Thoroughly blend the Pumpkin Seeds and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,382,22.1,19.8,34.9,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Senior Pet, Weight Management","Senior Pet Support, Weight Management Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-pumpkin-seeds-and-mealworms-(dried)-foraging-nibbles
HAMSTER_043,Protein Crunchy Pumpkin Seeds & Tofu Mealworm Salad,Hamster,Baby,"Pumpkin Seeds, Barley, Carrots, Tofu","26g, 42g, 8g, 9g",Thoroughly blend the Pumpkin Seeds and the Barley grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,358,16.3,16.7,40.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Joint Health","General Wellness Support, Joint Health Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-pumpkin-seeds-and-tofu-mealworm-salad
HAMSTER_044,Low Fat Pumpkin Seeds & Tofu Foraging Nibbles,Hamster,Adult,"Pumpkin Seeds, Quinoa, Blueberries, Tofu","19g, 36g, 6g, 7g",Thoroughly blend the Pumpkin Seeds and the Quinoa grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,233,11.6,15.2,15.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/hamster-low-fat-pumpkin-seeds-and-tofu-foraging-nibbles
HAMSTER_045,Nutritious Pumpkin Seeds & Tofu Seed Feast,Hamster,Adult,"Pumpkin Seeds, Quinoa, Broccoli, Tofu","27g, 34g, 10g, 5g",Thoroughly blend the Pumpkin Seeds and the Quinoa grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,262,13.5,18.6,14.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/hamster-nutritious-pumpkin-seeds-and-tofu-seed-feast
HAMSTER_046,Protein Crunchy Millet & Egg Grain Mix,Hamster,Adult,"Millet, Barley, Carrots, Egg","19g, 45g, 12g, 8g",Thoroughly blend the Millet and the Barley grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,296,10.6,3.3,57.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Puppy/Kitten, High Protein","Puppy/Kitten Support, High Protein Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-millet-and-egg-grain-mix
HAMSTER_047,General Wellness Sunflower Seeds & Mealworms (dried) Fresh Veggie Salad,Hamster,Adult,"Sunflower Seeds, Barley, Cucumber, Mealworms (dried)","21g, 15g, 11g, 12g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,396,21.5,24.5,28.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Skin & Coat,Skin & Coat Support,https://pawfeed.ai/recipes/hamster-general-wellness-sunflower-seeds-and-mealworms-(dried)-fresh-veggie-salad
HAMSTER_048,General Wellness Flaxseed & Egg Seed & Grain Cup,Hamster,Baby,"Flaxseed, Quinoa, Carrots, Egg","24g, 24g, 6g, 10g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,273,10.5,18.2,19.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Puppy/Kitten, Skin & Coat","Puppy/Kitten Support, Skin & Coat Support",https://pawfeed.ai/recipes/hamster-general-wellness-flaxseed-and-egg-seed-and-grain-cup
HAMSTER_049,Energy Boost Flaxseed & Mealworms (dried) Foraging Nibbles,Hamster,Senior,"Flaxseed, Oatmeal, Apple (no seeds), Mealworms (dried)","28g, 23g, 7g, 9g",Thoroughly blend the Flaxseed and the Oatmeal grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,425,20.5,23.7,37.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/hamster-energy-boost-flaxseed-and-mealworms-(dried)-foraging-nibbles
HAMSTER_050,Protein Crunchy Flaxseed & Mealworms (dried) Mealworm Salad,Hamster,Senior,"Flaxseed, Barley, Blueberries, Mealworms (dried)","28g, 21g, 13g, 9g",Thoroughly blend the Flaxseed and the Barley grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,385,17.6,20.8,36.9,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"High Protein, Senior Pet","High Protein Support, Senior Pet Support",https://pawfeed.ai/recipes/hamster-protein-crunchy-flaxseed-and-mealworms-(dried)-mealworm-salad
HAMSTER_051,Balanced Daily Millet & Tofu Grain Mix,Hamster,Baby,"Millet, Oatmeal, Carrots, Tofu","10g, 21g, 8g, 13g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,255,11.1,4.8,42.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Weight Management, General Wellness","Weight Management Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-balanced-daily-millet-and-tofu-grain-mix
HAMSTER_052,Balanced Daily Sunflower Seeds & Tofu Seed Feast,Hamster,Baby,"Sunflower Seeds, Quinoa, Cucumber, Tofu","12g, 32g, 11g, 9g",Thoroughly blend the Sunflower Seeds and the Quinoa grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,183,7.4,11.2,15.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/hamster-balanced-daily-sunflower-seeds-and-tofu-seed-feast
HAMSTER_053,Balanced Daily Pumpkin Seeds & Egg Fresh Veggie Salad,Hamster,Baby,"Pumpkin Seeds, Barley, Broccoli, Egg","16g, 38g, 12g, 9g",Thoroughly blend the Pumpkin Seeds and the Barley grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,323,14.7,13.0,40.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Joint Health,Joint Health Support,https://pawfeed.ai/recipes/hamster-balanced-daily-pumpkin-seeds-and-egg-fresh-veggie-salad
HAMSTER_054,Protein Crunchy Flaxseed & Egg Mealworm Salad,Hamster,Adult,"Flaxseed, Quinoa, Apple (no seeds), Egg","30g, 37g, 10g, 8g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,261,9.5,16.7,21.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Digestive Health,Digestive Health Support,https://pawfeed.ai/recipes/hamster-protein-crunchy-flaxseed-and-egg-mealworm-salad
HAMSTER_055,General Wellness Millet & Mealworms (dried) Seed Feast,Hamster,Baby,"Millet, Oatmeal, Cucumber, Mealworms (dried)","12g, 41g, 13g, 8g",Thoroughly blend the Millet and the Oatmeal grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,330,17.0,7.5,50.1,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/hamster-general-wellness-millet-and-mealworms-(dried)-seed-feast
HAMSTER_056,General Wellness Flaxseed & Tofu Seed Feast,Hamster,Baby,"Flaxseed, Oatmeal, Apple (no seeds), Tofu","28g, 38g, 7g, 12g",Thoroughly blend the Flaxseed and the Oatmeal grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,365,14.6,17.6,40.5,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Weight Management, Skin & Coat","Weight Management Support, Skin & Coat Support",https://pawfeed.ai/recipes/hamster-general-wellness-flaxseed-and-tofu-seed-feast
HAMSTER_057,Low Fat Sunflower Seeds & Tofu Seed Feast,Hamster,Senior,"Sunflower Seeds, Barley, Carrots, Tofu","24g, 15g, 14g, 11g",Thoroughly blend the Sunflower Seeds and the Barley grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,324,12.4,20.5,27.0,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Digestive Health, Weight Management","Digestive Health Support, Weight Management Support",https://pawfeed.ai/recipes/hamster-low-fat-sunflower-seeds-and-tofu-seed-feast
HAMSTER_058,Balanced Daily Millet & Egg Fresh Veggie Salad,Hamster,Adult,"Millet, Barley, Carrots, Egg","12g, 39g, 9g, 10g",Thoroughly blend the Millet and the Barley grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,289,10.8,3.6,54.6,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Senior Pet, Weight Management","Senior Pet Support, Weight Management Support",https://pawfeed.ai/recipes/hamster-balanced-daily-millet-and-egg-fresh-veggie-salad
HAMSTER_059,General Wellness Pumpkin Seeds & Mealworms (dried) Seed Feast,Hamster,Baby,"Pumpkin Seeds, Barley, Cucumber, Mealworms (dried)","30g, 31g, 6g, 7g",Thoroughly blend the Pumpkin Seeds and the Barley grains. | Finely chop the Cucumber into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,421,22.5,23.5,36.3,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Digestive Health, Weight Management","Digestive Health Support, Weight Management Support",https://pawfeed.ai/recipes/hamster-general-wellness-pumpkin-seeds-and-mealworms-(dried)-seed-feast
HAMSTER_060,Low Fat Flaxseed & Tofu Grain Mix,Hamster,Baby,"Flaxseed, Oatmeal, Broccoli, Tofu","27g, 28g, 9g, 5g",Thoroughly blend the Flaxseed and the Oatmeal grains. | Finely chop the Broccoli into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,377,14.8,19.6,39.2,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"General Wellness, Weight Management","General Wellness Support, Weight Management Support",https://pawfeed.ai/recipes/hamster-low-fat-flaxseed-and-tofu-grain-mix
HAMSTER_061,General Wellness Flaxseed & Mealworms (dried) Mealworm Salad,Hamster,Adult,"Flaxseed, Barley, Apple (no seeds), Mealworms (dried)","23g, 17g, 8g, 7g",Thoroughly blend the Flaxseed and the Barley grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Mealworms (dried) component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,400,18.2,21.9,38.0,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,General Wellness,General Wellness Support,https://pawfeed.ai/recipes/hamster-general-wellness-flaxseed-and-mealworms-(dried)-mealworm-salad
HAMSTER_062,Balanced Daily Millet & Egg Seed Feast,Hamster,Baby,"Millet, Quinoa, Blueberries, Egg","25g, 43g, 7g, 9g",Thoroughly blend the Millet and the Quinoa grains. | Finely chop the Blueberries into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,195,7.0,3.4,33.8,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,Senior Pet,Senior Pet Support,https://pawfeed.ai/recipes/hamster-balanced-daily-millet-and-egg-seed-feast
HAMSTER_063,Balanced Daily Pumpkin Seeds & Tofu Mealworm Salad,Hamster,Senior,"Pumpkin Seeds, Oatmeal, Apple (no seeds), Tofu","17g, 40g, 6g, 14g",Thoroughly blend the Pumpkin Seeds and the Oatmeal grains. | Finely chop the Apple (no seeds) into bite-sized pieces suitable for a small hamster. | Add the high-protein Tofu component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,343,16.9,15.3,38.2,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Senior Pet, General Wellness","Senior Pet Support, General Wellness Support",https://pawfeed.ai/recipes/hamster-balanced-daily-pumpkin-seeds-and-tofu-mealworm-salad
HAMSTER_064,Low Fat Flaxseed & Egg Grain Mix,Hamster,Adult,"Flaxseed, Quinoa, Carrots, Egg","17g, 22g, 15g, 6g",Thoroughly blend the Flaxseed and the Quinoa grains. | Finely chop the Carrots into bite-sized pieces suitable for a small hamster. | Add the high-protein Egg component. | Toss all ingredients together. | Place in a small ceramic bowl or scatter in the cage to encourage active foraging.,221,8.2,13.7,18.4,"Vitamin E, Thiamine, Niacin","Calcium, Zinc, Magnesium",5 mins,Easy,"Weight Management, Digestive Health","Weight Management Support, Digestive Health Support",https://pawfeed.ai/recipes/hamster-low-fat-flaxseed-and-egg-grain-mix
